AP890228-0135,156,ap
AP890301-0238,125,ap
AP890301-0238,172,ap
AP890301-0238,173,ap
AP890302-0037,158,ap
AP890308-0120,130,ap
AP890308-0220,158,ap
AP890308-0225,155,ap
AP890311-0159,167,ap
AP890311-0159,187,ap
AP890313-0100,130,ap
AP890324-0215,197,ap
AP890325-0114,150,ap
AP890403-0101,147,ap
AP890403-0101,153,ap
AP890403-0101,181,ap
AP890403-0101,193,ap
AP890404-0141,137,ap
AP890404-0141,154,ap
AP890404-0141,192,ap
AP890405-0035,153,ap
AP890406-0119,142,ap
AP890407-0256,167,ap
AP890407-0256,187,ap
AP890410-0259,152,ap
AP890412-0121,133,ap
AP890414-0017,154,ap
AP890414-0086,152,ap
AP890416-0082,192,ap
AP890419-0092,113,ap
AP890419-0092,191,ap
AP890419-0139,188,ap
AP890422-0040,154,ap
AP890422-0040,192,ap
AP890424-0284,195,ap
AP890426-0210,154,ap
AP890426-0210,192,ap
AP890428-0011,143,ap
AP890430-0036,108,ap
AP890430-0036,141,ap
AP890505-0258,187,ap
AP890509-0192,105,ap
AP890509-0192,195,ap
AP890512-0173,101,ap
AP890518-0144,140,ap
AP890522-0296,139,ap
AP890522-0296,140,ap
AP890522-0296,155,ap
AP890523-0136,166,ap
AP890524-0142,199,ap
AP890525-0147,154,ap
AP890525-0147,174,ap
AP890525-0147,192,ap
AP890531-0230,155,ap
AP890608-0152,161,ap
AP890619-0215,192,ap
AP890621-0225,154,ap
AP890621-0225,192,ap
AP890626-0132,154,ap
AP890626-0240,160,ap
AP890626-0240,181,ap
AP890629-0030,106,ap
AP890629-0038,142,ap
AP890629-0038,143,ap
AP890703-0137,157,ap
AP890703-0148,156,ap
AP890704-0109,110,ap
AP890711-0158,193,ap
AP890712-0128,189,ap
AP890712-0145,189,ap
AP890713-0202,140,ap
AP890713-0202,155,ap
AP890719-0025,123,ap
AP890719-0025,163,ap
AP890720-0241,106,ap
AP890720-0241,190,ap
AP890722-0115,155,ap
AP890727-0011,167,ap
AP890728-0157,114,ap
AP890729-0052,154,ap
AP890729-0052,192,ap
AP890802-0190,189,ap
AP890803-0059,132,ap
AP890810-0212,165,ap
AP890816-0057,154,ap
AP890816-0057,192,ap
AP890817-0039,154,ap
AP890817-0173,159,ap
AP890828-0248,195,ap
AP890901-0017,194,ap
AP890902-0140,130,ap
AP890902-0140,145,ap
AP890904-0045,126,ap
AP890904-0045,199,ap
AP890908-0081,151,ap
AP890916-0040,162,ap
AP890918-0032,195,ap
AP890919-0211,190,ap
AP890925-0191,188,ap
AP890927-0033,119,ap
AP891009-0097,124,ap
AP891009-0097,198,ap
AP891020-0231,159,ap
AP891021-0077,156,ap
AP891023-0111,193,ap
AP891104-0005,146,ap
AP891104-0133,105,ap
AP891104-0133,195,ap
AP891107-0244,189,ap
AP891108-0064,172,ap
AP891108-0064,173,ap
AP891108-0155,179,ap
AP891113-0164,189,ap
AP891119-0020,110,ap
AP891120-0176,139,ap
AP891122-0068,178,ap
AP891124-0188,142,ap
AP891124-0188,143,ap
AP891125-0082,114,ap
AP891125-0082,129,ap
AP891125-0082,149,ap
AP891127-0132,148,ap
AP891130-0014,101,ap
AP891130-0175,189,ap
AP891130-0220,187,ap
AP891205-0198,117,ap
AP891208-0058,126,ap
AP891208-0225,169,ap
AP891211-0031,144,ap
AP891212-0051,184,ap
AP891212-0076,113,ap
AP891212-0076,114,ap
AP891214-0098,151,ap
AP891214-0098,193,ap
AP891214-0098,197,ap
AP891215-0105,134,ap
AP891215-0107,152,ap
AP891218-0158,150,ap
AP891219-0099,103,ap
AP891219-0099,185,ap
AP891220-0104,152,ap
AP891223-0097,189,ap
AP891229-0168,189,ap
AP891229-0186,147,ap
FBIS3-10018,417,robust
FBIS3-19056,398,robust
FBIS3-20897,313,robust
FBIS3-22688,428,robust
FBIS3-22688,434,robust
FBIS3-22688,435,robust
FBIS3-22688,445,robust
FBIS3-22688,658,robust
FBIS3-22688,667,robust
FBIS3-22688,688,robust
FBIS3-22688,689,robust
FBIS3-22836,376,robust
FBIS3-22836,389,robust
FBIS3-23491,625,robust
FBIS3-23959,636,robust
FBIS3-2746,337,robust
FBIS3-33282,354,robust
FBIS3-33282,446,robust
FBIS3-39240,362,robust
FBIS3-39240,401,robust
FBIS3-40185,414,robust
FBIS3-41220,301,robust
FBIS3-41598,357,robust
FBIS3-4361,307,robust
FBIS3-45804,440,robust
FBIS3-48894,357,robust
FBIS3-48894,376,robust
FBIS3-48894,632,robust
FBIS3-54525,669,robust
FBIS3-58832,401,robust
FBIS3-59251,378,robust
FBIS3-60253,400,robust
FBIS3-60253,408,robust
FBIS3-60778,343,robust
FBIS3-7689,389,robust
FBIS3-9311,439,robust
FBIS4-10906,354,robust
FBIS4-14446,396,robust
FBIS4-17908,426,robust
FBIS4-2353,362,robust
FBIS4-2353,682,robust
FBIS4-31073,401,robust
FBIS4-33117,332,robust
FBIS4-33117,650,robust
FBIS4-33288,320,robust
FBIS4-33288,367,robust
FBIS4-35578,395,robust
FBIS4-35578,438,robust
FBIS4-39383,357,robust
FBIS4-40530,331,robust
FBIS4-40530,434,robust
FBIS4-47102,434,robust
FBIS4-51781,661,robust
FBIS4-51839,379,robust
FBIS4-51839,428,robust
FBIS4-51839,655,robust
FBIS4-51839,658,robust
FBIS4-51839,678,robust
FBIS4-52309,357,robust
FBIS4-52309,399,robust
FBIS4-52309,631,robust
FBIS4-53596,373,robust
FBIS4-53910,331,robust
FBIS4-5631,321,robust
FBIS4-62259,332,robust
FBIS4-62259,434,robust
FBIS4-6232,325,robust
FBIS4-63852,627,robust
FR940111-2-00031,366,robust
FR940217-2-00013,304,robust
FR940217-2-00013,314,robust
FR940217-2-00013,355,robust
FR940217-2-00013,399,robust
FR940217-2-00013,439,robust
FR940318-0-00101,338,robust
FR940405-0-00020,370,robust
FR940405-0-00020,448,robust
FR940405-1-00092,350,robust
FR940405-1-00092,396,robust
FR940405-1-00092,630,robust
FR940406-2-00174,625,robust
FR940406-2-00174,651,robust
FR940505-1-00242,447,robust
FR940511-0-00062,407,robust
FR940525-1-00060,370,robust
FR940525-1-00060,403,robust
FR940525-1-00060,442,robust
FR940817-2-00019,439,robust
FR940831-2-00152,417,robust
FR940913-0-00011,369,robust
FR941122-0-00087,407,robust
FR941122-0-00087,426,robust
FR941122-0-00087,428,robust
FR941122-0-00087,435,robust
FR941122-0-00087,606,robust
FR941122-0-00087,644,robust
FR941207-1-00023,304,robust
FR941207-1-00023,347,robust
FR941207-1-00023,407,robust
FR941207-1-00023,411,robust
FT921-12562,309,robust
FT921-12562,411,robust
FT921-14761,328,robust
FT921-14761,422,robust
FT921-14761,647,robust
FT921-4613,313,robust
FT921-5044,304,robust
FT921-5044,340,robust
FT921-5044,347,robust
FT921-5044,407,robust
FT921-5609,688,robust
FT921-8098,378,robust
FT922-13711,407,robust
FT922-3424,395,robust
FT922-3424,617,robust
FT922-5274,327,robust
FT923-10363,331,robust
FT923-10363,343,robust
FT923-12937,321,robust
FT923-12937,351,robust
FT923-12937,357,robust
FT923-2323,648,robust
FT923-3617,301,robust
FT923-3617,410,robust
FT923-437,314,robust
FT923-437,333,robust
FT923-437,381,robust
FT923-437,390,robust
FT923-437,449,robust
FT923-4554,408,robust
FT923-6110,408,robust
FT923-6521,338,robust
FT923-6521,398,robust
FT923-8257,321,robust
FT923-8257,356,robust
FT924-1255,348,robust
FT924-1255,379,robust
FT924-1255,386,robust
FT924-1255,390,robust
FT924-1255,658,robust
FT924-1255,665,robust
FT924-1255,668,robust
FT924-2356,325,robust
FT924-2356,336,robust
FT924-2507,687,robust
FT924-4322,334,robust
FT924-4322,344,robust
FT924-4322,367,robust
FT924-4322,373,robust
FT924-4322,422,robust
FT924-4322,425,robust
FT924-4322,645,robust
FT924-4583,400,robust
FT924-4768,357,robust
FT924-4768,659,robust
FT924-4768,696,robust
FT924-8113,330,robust
FT924-8113,373,robust
FT924-8113,389,robust
FT924-979,308,robust
FT924-979,349,robust
FT924-979,356,robust
FT924-979,403,robust
FT924-979,609,robust
FT931-11616,318,robust
FT931-11616,445,robust
FT931-11616,621,robust
FT931-16191,394,robust
FT931-4409,389,robust
FT932-8409,319,robust
FT932-8409,375,robust
FT932-8409,420,robust
FT932-8409,444,robust
FT932-8409,647,robust
FT933-15380,446,robust
FT933-15380,626,robust
FT933-219,608,robust
FT933-3647,437,robust
FT933-7879,331,robust
FT934-2957,314,robust
FT934-3952,352,robust
FT934-3952,363,robust
FT934-3952,436,robust
FT934-5147,332,robust
FT934-7301,417,robust
FT934-7301,643,robust
FT941-10100,450,robust
FT941-11412,439,robust
FT941-11412,661,robust
FT941-15258,376,robust
FT941-5245,344,robust
FT941-5957,361,robust
FT941-5957,640,robust
FT941-5957,684,robust
FT941-8610,443,robust
FT942-2505,409,robust
FT942-4421,307,robust
FT942-4421,331,robust
FT942-4421,647,robust
FT942-6494,687,robust
FT942-768,352,robust
FT942-768,395,robust
FT942-768,438,robust
FT942-7776,445,robust
FT942-8508,648,robust
FT943-12288,352,robust
FT943-12288,375,robust
FT943-12288,681,robust
FT943-13239,366,robust
FT943-13263,370,robust
FT943-13263,700,robust
FT943-14834,387,robust
FT943-14834,421,robust
FT943-15585,331,robust
FT943-7580,627,robust
FT943-7580,640,robust
FT943-7580,651,robust
FT943-8528,688,robust
FT943-9539,603,robust
FT944-11346,693,robust
FT944-15143,326,robust
FT944-15143,411,robust
FT944-15143,448,robust
FT944-1628,401,robust
FT944-1628,410,robust
FT944-18682,352,robust
FT944-3758,364,robust
FT944-4092,340,robust
FT944-4092,353,robust
FT944-4092,355,robust
FT944-4092,357,robust
FT944-4092,399,robust
FT944-5248,326,robust
FT944-5248,363,robust
FT944-5248,367,robust
FT944-5248,448,robust
FT944-5248,659,robust
GX000-41-7085133,712,gov2
GX002-31-7845435,744,gov2
GX004-85-15927668,736,gov2
GX005-53-8274005,728,gov2
GX005-66-14275144,775,gov2
GX007-93-12310235,726,gov2
GX008-69-13596389,705,gov2
GX009-91-3983369,718,gov2
GX010-11-11242343,804,gov2
GX010-22-12488512,756,gov2
GX011-80-1074652,714,gov2
GX012-07-7065390,748,gov2
GX012-70-1701308,701,gov2
GX013-29-16065442,749,gov2
GX019-34-11505888,716,gov2
GX025-50-13449872,751,gov2
GX028-26-7874309,824,gov2
GX028-51-7031655,756,gov2
GX037-41-11641254,720,gov2
GX038-08-1047355,759,gov2
GX039-10-5518006,832,gov2
GX039-61-13743625,756,gov2
GX041-11-8127547,732,gov2
GX042-57-4197908,824,gov2
GX043-24-11458081,741,gov2
GX045-70-1117628,819,gov2
GX047-87-9197196,820,gov2
GX051-11-11608435,757,gov2
GX056-58-7243426,839,gov2
GX058-10-5669493,791,gov2
GX059-58-1690569,726,gov2
GX062-64-5997432,770,gov2
GX095-39-11484782,713,gov2
GX099-91-1066558,843,gov2
GX162-40-16201712,716,gov2
GX181-71-0463042,799,gov2
GX182-30-10232398,717,gov2
GX237-83-3259184,754,gov2
GX238-51-14158726,712,gov2
GX239-77-15534054,725,gov2
GX241-06-4201661,736,gov2
GX244-07-12005999,788,gov2
GX244-55-7689023,796,gov2
GX248-12-6205349,789,gov2
GX248-61-4740968,767,gov2
GX249-32-15302501,794,gov2
GX253-15-11384719,710,gov2
GX255-80-12989449,734,gov2
GX263-35-6742201,723,gov2
GX268-52-2344040,706,gov2
GX269-69-7323852,717,gov2
GX271-30-5088287,830,gov2
LA010189-0141,436,robust
LA010590-0075,396,robust
LA011489-0121,695,robust
LA012490-0048,326,robust
LA022389-0218,450,robust
LA031490-0077,436,robust
LA031789-0039,360,robust
LA031789-0039,439,robust
LA031789-0039,685,robust
LA031990-0016,700,robust
LA032489-0044,654,robust
LA032489-0044,658,robust
LA032989-0060,389,robust
LA040690-0016,379,robust
LA040690-0016,445,robust
LA040690-0016,658,robust
LA040789-0040,314,robust
LA040789-0040,641,robust
LA041989-0063,430,robust
LA042090-0123,315,robust
LA042090-0123,358,robust
LA042090-0123,634,robust
LA050290-0059,333,robust
LA050290-0059,370,robust
LA050290-0059,427,robust
LA050390-0240,666,robust
LA051289-0178,398,robust
LA051489-0205,315,robust
LA052189-0013,393,robust
LA052189-0013,635,robust
LA052189-0013,636,robust
LA052189-0013,689,robust
LA052190-0103,694,robust
LA060390-0073,354,robust
LA060390-0136,438,robust
LA060590-0046,638,robust
LA060790-0008,700,robust
LA060889-0033,637,robust
LA061090-0221,370,robust
LA061390-0077,382,robust
LA061390-0077,407,robust
LA061390-0077,641,robust
LA061390-0077,670,robust
LA061489-0087,662,robust
LA070989-0158,340,robust
LA071190-0029,662,robust
LA071190-0129,313,robust
LA071390-0053,320,robust
LA071590-0193,363,robust
LA080489-0057,699,robust
LA081190-0094,329,robust
LA081489-0040,354,robust
LA081789-0020,629,robust
LA081789-0025,409,robust
LA082989-0016,338,robust
LA082989-0016,436,robust
LA083089-0044,332,robust
LA083089-0044,650,robust
LA091289-0112,360,robust
LA092990-0004,393,robust
LA092990-0004,636,robust
LA100490-0070,401,robust
LA100490-0070,648,robust
LA100490-0070,682,robust
LA100590-0009,323,robust
LA100590-0009,401,robust
LA100690-0107,350,robust
LA101789-0057,674,robust
LA102289-0049,367,robust
LA102289-0049,400,robust
LA102589-0109,392,robust
LA102589-0109,431,robust
LA102689-0143,601,robust
LA111190-0027,362,robust
LA111489-0003,664,robust
LA111690-0002,398,robust
LA111690-0058,370,robust
LA111690-0058,398,robust
LA111789-0141,633,robust
LA112090-0041,671,robust
LA112789-0106,434,robust
LA120790-0178,371,robust
LA120790-0178,381,robust
LA120890-0010,383,robust
LA120890-0010,636,robust
LA120890-0010,654,robust
LA122289-0076,440,robust
LA122889-0074,331,robust
LA122889-0074,425,robust
WTX003-B06-129,550,wt10g
WTX004-B02-400,513,wt10g
WTX004-B09-278,530,wt10g
WTX005-B27-138,549,wt10g
WTX005-B32-89,502,wt10g
WTX005-B32-89,549,wt10g
WTX005-B48-79,549,wt10g
WTX007-B23-168,537,wt10g
WTX008-B25-3,519,wt10g
WTX012-B01-13,518,wt10g
WTX014-B11-321,462,wt10g
WTX014-B31-489,550,wt10g
WTX014-B31-524,550,wt10g
WTX015-B32-32,495,wt10g
WTX016-B14-3,500,wt10g
WTX017-B49-75,502,wt10g
WTX018-B14-145,452,wt10g
WTX018-B20-194,537,wt10g
WTX018-B45-20,493,wt10g
WTX019-B40-24,537,wt10g
WTX020-B20-176,509,wt10g
WTX020-B20-34,537,wt10g
WTX020-B26-197,459,wt10g
WTX024-B42-140,525,wt10g
WTX024-B42-140,541,wt10g
WTX026-B08-107,507,wt10g
WTX026-B17-307,490,wt10g
WTX027-B07-9,525,wt10g
WTX029-B30-527,499,wt10g
WTX032-B12-153,530,wt10g
WTX032-B45-230,494,wt10g
WTX033-B18-207,530,wt10g
WTX033-B27-117,530,wt10g
WTX035-B22-303,519,wt10g
WTX035-B24-76,495,wt10g
WTX037-B32-293,534,wt10g
WTX038-B09-325,484,wt10g
WTX042-B24-60,549,wt10g
WTX045-B28-110,476,wt10g
WTX046-B34-91,471,wt10g
WTX047-B39-305,457,wt10g
WTX049-B50-20,519,wt10g
WTX051-B26-13,454,wt10g
WTX052-B12-194,527,wt10g
WTX053-B35-467,457,wt10g
WTX054-B01-194,454,wt10g
WTX055-B12-189,526,wt10g
WTX055-B20-171,511,wt10g
WTX057-B41-159,453,wt10g
WTX059-B09-72,481,wt10g
WTX060-B05-184,548,wt10g
WTX064-B48-196,451,wt10g
WTX064-B48-196,452,wt10g
WTX069-B10-201,495,wt10g
WTX072-B20-153,549,wt10g
WTX075-B17-172,503,wt10g
WTX075-B39-322,504,wt10g
WTX075-B46-114,524,wt10g
WTX075-B46-126,537,wt10g
WTX076-B01-163,530,wt10g
WTX077-B24-251,494,wt10g
WTX077-B26-141,547,wt10g
WTX078-B32-69,537,wt10g
WTX081-B02-21,454,wt10g
WTX081-B24-154,495,wt10g
WTX082-B28-250,544,wt10g
WTX082-B47-85,517,wt10g
WTX086-B44-254,544,wt10g
WTX089-B12-407,475,wt10g
WTX089-B19-268,491,wt10g
WTX089-B35-206,515,wt10g
WTX089-B39-68,483,wt10g
WTX091-B03-478,493,wt10g
WTX091-B17-152,478,wt10g
WTX091-B18-4,493,wt10g
WTX091-B19-93,477,wt10g
WTX091-B19-93,517,wt10g
WTX093-B38-193,472,wt10g
WTX093-B38-193,548,wt10g
WTX094-B13-165,547,wt10g
WTX095-B05-293,467,wt10g
WTX095-B42-140,477,wt10g
WTX097-B15-21,541,wt10g
WTX098-B02-3,493,wt10g
WTX098-B38-283,462,wt10g
WTX099-B24-354,503,wt10g
WTX100-B38-46,474,wt10g
WTX101-B11-76,480,wt10g
WTX102-B11-388,479,wt10g
WTX102-B22-133,547,wt10g
WTX103-B08-129,495,wt10g
