AP880215-0223,true,1
AP880215-0223,monocytes,1
AP880215-0223,macrophages,1
AP880215-0223,make,2
AP880215-0223,slow,1
AP880215-0223,steady,1
AP880215-0223,stream,1
AP880215-0223,viruses,3
AP880215-0223,suddenly,1
AP880215-0223,explode,1
AP880215-0223,with,3
AP880215-0223,activity,1
AP880215-0223,but,3
AP880215-0223,whether,2
AP880215-0223,any,2
AP880215-0223,churn,1
AP880215-0223,depends,1
AP880215-0223,on,5
AP880215-0223,an,3
AP880215-0223,intricate,1
AP880215-0223,interplay,1
AP880215-0223,between,1
AP880215-0223,among,1
AP880215-0223,intriguing,1
AP880215-0223,kind,2
AP880215-0223,fast,1
AP880215-0223,forward,1
AP880215-0223,switch,2
AP880215-0223,that,7
AP880215-0223,causes,1
AP880215-0223,work,2
AP880215-0223,faster,1
AP880215-0223,speed,1
AP880215-0223,production,2
AP880215-0223,1,1
AP880215-0223,fold,1
AP880215-0223,harder,1
AP880215-0223,positive,1
AP880215-0223,feedback,1
AP880215-0223,regulator,1
AP880215-0223,triggering,1
AP880215-0223,runaway,1
AP880215-0223,alter,1
AP880215-0223,ego,1
AP880215-0223,pronounced,1
AP880215-0223,prime,1
AP880215-0223,orf,1
AP880215-0223,slows,1
AP880215-0223,down,1
AP880215-0223,replication,1
AP880215-0223,way,2
AP880215-0223,establishes,1
AP880215-0223,infection,1
AP880215-0223,another,1
AP880215-0223,through,3
AP880215-0223,also,2
AP880215-0223,trs,1
AP880215-0223,turned,2
AP880215-0223,structural,1
AP880215-0223,necessary,1
AP880215-0223,constructing,1
AP880215-0223,copies,2
AP880215-0223,finally,1
AP880215-0223,somehow,1
AP880215-0223,infectious,1
AP880215-0223,so,2
AP880215-0223,spreads,1
AP880215-0223,rapidly,1
AP880215-0223,body,1
AP880215-0223,using,1
AP880215-0223,transforms,1
AP880215-0223,useful,1
AP880215-0223,factories,1
AP880215-0223,survive,1
AP880215-0223,eventually,2
AP880215-0223,die,3
AP880215-0223,killed,1
AP880215-0223,two,1
AP880215-0223,ways,1
AP880215-0223,often,1
AP880215-0223,display,1
AP880215-0223,envelop,4
AP880215-0223,their,2
AP880215-0223,surface,1
AP880215-0223,highly,1
AP880215-0223,attracted,1
AP880215-0223,molecule,1
AP880215-0223,turns,1
AP880215-0223,sort,1
AP880215-0223,giant,1
AP880215-0223,roaming,1
AP880215-0223,bloodstream,1
AP880215-0223,search,1
AP880215-0223,finds,1
AP880215-0223,sticks,2
AP880215-0223,results,1
AP880215-0223,clumps,1
AP880215-0223,100,1
AP880215-0223,500,1
AP880215-0223,syncytia,1
AP880215-0223,process,1
AP880215-0223,autofusion,1
AP880215-0223,surfaces,1
AP880215-0223,contain,1
AP880215-0223,much,2
AP880215-0223,skin,1
AP880215-0223,folds,1
AP880215-0223,over,1
AP880215-0223,onto,1
AP880215-0223,touch,1
AP880215-0223,hole,1
AP880215-0223,punched,1
AP880215-0223,grows,1
AP880215-0223,leaky,1
AP880215-0223,explodes,1
AP880215-0223,did,1
AP880215-0223,such,1
AP880215-0223,efficient,1
AP880215-0223,killer,1
AP880215-0223,accident,1
AP880215-0223,cause,2
AP880215-0223,flu,1
AP880215-0223,cold,1
AP880215-0223,sores,1
AP880215-0223,warts,1
AP880215-0223,dont,1
AP880215-0223,kill,1
AP880215-0223,hosts,1
AP880215-0223,dead,1
AP880215-0223,host,2
AP880215-0223,after,1
AP880215-0223,very,1
AP880215-0223,poor,1
AP880215-0223,instead,1
AP880215-0223,passing,1
AP880215-0223,illnesses,1
AP880215-0223,lifelong,1
AP880215-0223,infections,1
AP880215-0223,aggravating,1
AP880215-0223,arent,1
AP880215-0223,lethal,2
AP880215-0223,epidemic,3
AP880215-0223,just,1
AP880215-0223,slight,1
AP880215-0223,miscalculation,1
AP880215-0223,haseltine,1
AP880215-0223,says,1
AP880215-0223,could,2
AP880215-0223,single,2
AP880215-0223,mutation,2
AP880215-0223,almost,1
AP880215-0223,pathways,1
AP880215-0223,allows,2
AP880215-0223,too,2
AP880215-0223,quickly,1
AP880215-0223,easily,1
AP880215-0223,transmitted,1
AP880215-0223,separates,1
AP880215-0223,us,1
AP880215-0223,no,1
AP880215-0223,terrible,1
AP880216-0127,nato,9
AP880216-0127,still,1
AP880216-0127,undecided,1
AP880216-0127,on,6
AP880216-0127,short,8
AP880216-0127,range,15
AP880216-0127,missiles,3
AP880216-0127,senators,3
AP880216-0127,say,1
AP880216-0127,needs,2
AP880216-0127,to,25
AP880216-0127,decide,2
AP880216-0127,what,4
AP880216-0127,new,6
AP880216-0127,nuclear,13
AP880216-0127,weapons,18
AP880216-0127,build,6
AP880216-0127,in,7
AP880216-0127,view,3
AP880216-0127,of,27
AP880216-0127,the,47
AP880216-0127,treaty,12
AP880216-0127,eliminating,1
AP880216-0127,medium,2
AP880216-0127,atomic,2
AP880216-0127,from,4
AP880216-0127,europe,3
AP880216-0127,senate,1
AP880216-0127,democratic,2
AP880216-0127,leaders,2
AP880216-0127,said,14
AP880216-0127,tuesday,2
AP880216-0127,i,2
AP880216-0127,dont,1
AP880216-0127,think,2
AP880216-0127,there,3
AP880216-0127,is,4
AP880216-0127,a,17
AP880216-0127,clear,1
AP880216-0127,consensus,3
AP880216-0127,alliance,2
AP880216-0127,about,1
AP880216-0127,just,1
AP880216-0127,exactly,1
AP880216-0127,where,1
AP880216-0127,we,1
AP880216-0127,go,4
AP880216-0127,here,1
AP880216-0127,sen,3
AP880216-0127,sam,1
AP880216-0127,nunn,4
AP880216-0127,d,4
AP880216-0127,ga,1
AP880216-0127,chairman,1
AP880216-0127,armed,2
AP880216-0127,services,2
AP880216-0127,committee,5
AP880216-0127,do,1
AP880216-0127,for,5
AP880216-0127,modernization,2
AP880216-0127,but,5
AP880216-0127,no,1
AP880216-0127,agreement,2
AP880216-0127,yet,1
AP880216-0127,specifically,2
AP880216-0127,which,3
AP880216-0127,he,4
AP880216-0127,and,12
AP880216-0127,majority,1
AP880216-0127,leader,2
AP880216-0127,robert,1
AP880216-0127,byrd,5
AP880216-0127,w,1
AP880216-0127,va,1
AP880216-0127,were,1
AP880216-0127,among,1
AP880216-0127,group,1
AP880216-0127,key,1
AP880216-0127,who,2
AP880216-0127,visited,1
AP880216-0127,us,2
AP880216-0127,allies,2
AP880216-0127,last,1
AP880216-0127,week,1
AP880216-0127,as,2
AP880216-0127,part,1
AP880216-0127,senates,1
AP880216-0127,consideration,1
AP880216-0127,intermediate,1
AP880216-0127,forces,2
AP880216-0127,negotiated,1
AP880216-0127,two,1
AP880216-0127,months,1
AP880216-0127,ago,1
AP880216-0127,by,4
AP880216-0127,president,2
AP880216-0127,regan,1
AP880216-0127,soviet,5
AP880216-0127,mikhail,1
AP880216-0127,gorbachev,1
AP880216-0127,would,6
AP880216-0127,eliminate,1
AP880216-0127,both,2
AP880216-0127,sides,1
AP880216-0127,allow,2
AP880216-0127,north,1
AP880216-0127,atlantic,1
AP880216-0127,organization,1
AP880216-0127,warsaw,1
AP880216-0127,pact,2
AP880216-0127,with,4
AP880216-0127,less,1
AP880216-0127,than,1
AP880216-0127,300,1
AP880216-0127,miles,2
AP880216-0127,told,5
AP880216-0127,reporters,1
AP880216-0127,that,17
AP880216-0127,european,2
AP880216-0127,inf,3
AP880216-0127,should,5
AP880216-0127,be,5
AP880216-0127,approved,1
AP880216-0127,without,1
AP880216-0127,amendments,1
AP880216-0127,following,1
AP880216-0127,procede,1
AP880216-0127,modernizing,1
AP880216-0127,those,2
AP880216-0127,ground,2
AP880216-0127,based,1
AP880216-0127,are,3
AP880216-0127,eligible,1
AP880216-0127,under,2
AP880216-0127,general,1
AP880216-0127,was,1
AP880216-0127,not,4
AP880216-0127,third,1
AP880216-0127,zero,1
AP880216-0127,option,1
AP880216-0127,referring,1
AP880216-0127,calls,1
AP880216-0127,some,2
AP880216-0127,politicians,1
AP880216-0127,total,1
AP880216-0127,elimination,2
AP880216-0127,they,3
AP880216-0127,plan,1
AP880216-0127,improve,2
AP880216-0127,theater,1
AP880216-0127,allowed,1
AP880216-0127,emphasize,1
AP880216-0127,artillery,3
AP880216-0127,type,2
AP880216-0127,at,1
AP880216-0127,reopening,1
AP880216-0127,hearings,1
AP880216-0127,his,1
AP880216-0127,options,1
AP880216-0127,include,2
AP880216-0127,tipped,1
AP880216-0127,shells,2
AP880216-0127,have,3
AP880216-0127,15,1
AP880216-0127,or,2
AP880216-0127,20,1
AP880216-0127,longer,1
AP880216-0127,such,1
AP880216-0127,lance,2
AP880216-0127,missile,4
AP880216-0127,1983,1
AP880216-0127,ministers,1
AP880216-0127,agreed,1
AP880216-0127,generation,1
AP880216-0127,decision,1
AP880216-0127,has,6
AP880216-0127,been,1
AP880216-0127,implemented,1
AP880216-0127,reagan,1
AP880216-0127,administration,7
AP880216-0127,urged,2
AP880216-0127,its,2
AP880216-0127,non,1
AP880216-0127,offset,1
AP880216-0127,numerical,1
AP880216-0127,advantages,1
AP880216-0127,conventional,3
AP880216-0127,long,1
AP880216-0127,relied,1
AP880216-0127,possibility,1
AP880216-0127,using,1
AP880216-0127,deter,1
AP880216-0127,attack,1
AP880216-0127,edward,1
AP880216-0127,l,1
AP880216-0127,rowny,2
AP880216-0127,one,1
AP880216-0127,reagans,2
AP880216-0127,top,1
AP880216-0127,arms,3
AP880216-0127,control,3
AP880216-0127,advisers,1
AP880216-0127,nunns,1
AP880216-0127,officials,1
AP880216-0127,frankly,1
AP880216-0127,admitted,1
AP880216-0127,me,1
AP880216-0127,cutting,1
AP880216-0127,edge,1
AP880216-0127,their,3
AP880216-0127,political,1
AP880216-0127,military,1
AP880216-0127,power,1
AP880216-0127,lies,1
AP880216-0127,may,1
AP880216-0127,attempting,1
AP880216-0127,mesmerize,1
AP880216-0127,west,1
AP880216-0127,reductions,1
AP880216-0127,while,2
AP880216-0127,protecting,1
AP880216-0127,utility,1
AP880216-0127,superiority,1
AP880216-0127,another,1
AP880216-0127,witness,1
AP880216-0127,ronald,1
AP880216-0127,lehman,2
AP880216-0127,helped,1
AP880216-0127,negotiate,2
AP880216-0127,noted,1
AP880216-0127,substantial,1
AP880216-0127,number,2
AP880216-0127,will,4
AP880216-0127,remain,1
AP880216-0127,after,1
AP880216-0127,never,1
AP880216-0127,had,1
AP880216-0127,politically,1
AP880216-0127,easy,1
AP880216-0127,time,1
AP880216-0127,when,1
AP880216-0127,it,3
AP880216-0127,built,1
AP880216-0127,undoubtedly,1
AP880216-0127,union,1
AP880216-0127,hopes,1
AP880216-0127,soporific,1
AP880216-0127,effect,1
AP880216-0127,western,1
AP880216-0127,security,2
AP880216-0127,concerns,1
AP880216-0127,weapon,1
AP880216-0127,natos,1
AP880216-0127,defenses,1
AP880216-0127,retired,1
AP880216-0127,army,1
AP880216-0127,gen,1
AP880216-0127,bernard,1
AP880216-0127,rogers,2
AP880216-0127,former,1
AP880216-0127,supreme,1
AP880216-0127,alllied,1
AP880216-0127,commander,1
AP880216-0127,foreign,1
AP880216-0127,relations,1
AP880216-0127,an,4
AP880216-0127,air,1
AP880216-0127,updated,1
AP880216-0127,version,1
AP880216-0127,also,1
AP880216-0127,approval,1
AP880216-0127,low,1
AP880216-0127,cost,1
AP880216-0127,steps,1
AP880216-0127,could,1
AP880216-0127,take,1
AP880216-0127,including,1
AP880216-0127,comprehensive,1
AP880216-0127,strategy,1
AP880216-0127,zbigniew,1
AP880216-0127,brzezinski,1
AP880216-0127,national,1
AP880216-0127,adviser,1
AP880216-0127,carter,1
AP880216-0127,mistake,1
AP880216-0127,along,1
AP880216-0127,efforts,1
AP880216-0127,all,1
AP880216-0127,meantime,1
AP880216-0127,alan,1
AP880216-0127,cranston,2
AP880216-0127,calif,1
AP880216-0127,leadership,1
AP880216-0127,ahead,1
AP880216-0127,offer,1
AP880216-0127,amendment,1
AP880216-0127,proposed,1
AP880216-0127,joseph,1
AP880216-0127,biden,2
AP880216-0127,del,1
AP880216-0127,require,1
AP880216-0127,adhere,1
AP880216-0127,outlined,1
AP880216-0127,witnesses,2
AP880216-0127,recently,2
AP880216-0127,underwent,1
AP880216-0127,surgery,1
AP880216-0127,expected,1
AP880216-0127,return,1
AP880216-0127,work,1
AP880216-0127,before,1
AP880216-0127,comes,1
AP880216-0127,up,1
AP880216-0127,vote,1
AP880216-0127,proposal,1
AP880216-0127,stems,1
AP880216-0127,ongoing,1
AP880216-0127,dispute,1
AP880216-0127,between,1
AP880216-0127,congressional,1
AP880216-0127,democrats,2
AP880216-0127,over,1
AP880216-0127,how,1
AP880216-0127,interepret,1
AP880216-0127,1972,1
AP880216-0127,anti,2
AP880216-0127,ballistic,1
AP880216-0127,want,1
AP880216-0127,narrow,1
AP880216-0127,restrictive,1
AP880216-0127,interpretation,2
AP880216-0127,right,1
AP880216-0127,move,1
AP880216-0127,broad,1
AP880216-0127,tests,1
AP880216-0127,star,1
AP880216-0127,wars,1
AP880216-0127,program,1
AP880216-0127,secretary,1
AP880216-0127,state,1
AP880216-0127,george,1
AP880216-0127,shultz,1
AP880216-0127,wrote,1
AP880216-0127,speaking,1
AP880216-0127,authoritatively,1
AP880216-0127,meaning,1
AP880216-0127,future,1
AP880216-0127,wont,1
AP880216-0127,able,1
AP880216-0127,change,1
AP880216-0127,means,1
AP880220-0009,koop,8
AP880220-0009,emphasizes,1
AP880220-0009,risk,6
AP880220-0009,to,10
AP880220-0009,heterosexuals,4
AP880220-0009,from,4
AP880220-0009,aids,10
AP880220-0009,laserphoto,1
AP880220-0009,wx9,1
AP880220-0009,surgeon,1
AP880220-0009,general,2
AP880220-0009,c,1
AP880220-0009,everett,1
AP880220-0009,says,1
AP880220-0009,public,1
AP880220-0009,health,5
AP880220-0009,officials,1
AP880220-0009,agree,1
AP880220-0009,that,13
AP880220-0009,are,5
AP880220-0009,at,2
AP880220-0009,for,4
AP880220-0009,contracting,2
AP880220-0009,despite,1
AP880220-0009,recent,1
AP880220-0009,published,2
AP880220-0009,accounts,1
AP880220-0009,give,1
AP880220-0009,the,24
AP880220-0009,impression,1
AP880220-0009,relatively,1
AP880220-0009,safe,1
AP880220-0009,said,8
AP880220-0009,friday,1
AP880220-0009,several,1
AP880220-0009,articles,1
AP880220-0009,including,1
AP880220-0009,one,1
AP880220-0009,in,11
AP880220-0009,cosmopolitan,1
AP880220-0009,magazine,1
AP880220-0009,wrongly,1
AP880220-0009,led,1
AP880220-0009,women,1
AP880220-0009,and,12
AP880220-0009,heterosexual,2
AP880220-0009,men,1
AP880220-0009,believe,1
AP880220-0009,they,1
AP880220-0009,not,3
AP880220-0009,is,13
AP880220-0009,real,1
AP880220-0009,told,2
AP880220-0009,house,1
AP880220-0009,energy,1
AP880220-0009,commerce,1
AP880220-0009,subcommittee,3
AP880220-0009,on,2
AP880220-0009,it,1
AP880220-0009,just,1
AP880220-0009,true,1
AP880220-0009,there,4
AP880220-0009,no,1
AP880220-0009,danger,3
AP880220-0009,normal,1
AP880220-0009,vaginal,1
AP880220-0009,intercourse,1
AP880220-0009,what,1
AP880220-0009,unknown,1
AP880220-0009,level,1
AP880220-0009,of,11
AP880220-0009,always,2
AP880220-0009,a,5
AP880220-0009,whenever,1
AP880220-0009,people,1
AP880220-0009,engage,1
AP880220-0009,casual,1
AP880220-0009,sex,1
AP880220-0009,outside,1
AP880220-0009,marriage,2
AP880220-0009,relationship,1
AP880220-0009,even,1
AP880220-0009,if,2
AP880220-0009,their,2
AP880220-0009,promiscuity,1
AP880220-0009,as,2
AP880220-0009,feb,1
AP880220-0009,15,2
AP880220-0009,were,3
AP880220-0009,53,1
AP880220-0009,814,1
AP880220-0009,cases,3
AP880220-0009,acquired,1
AP880220-0009,immune,1
AP880220-0009,deficiency,1
AP880220-0009,syndrome,1
AP880220-0009,reported,2
AP880220-0009,federal,1
AP880220-0009,centers,1
AP880220-0009,disease,3
AP880220-0009,control,1
AP880220-0009,about,2
AP880220-0009,65,1
AP880220-0009,percent,4
AP880220-0009,homosexual,2
AP880220-0009,or,4
AP880220-0009,bisexual,2
AP880220-0009,males,2
AP880220-0009,17,1
AP880220-0009,intravenous,2
AP880220-0009,drug,2
AP880220-0009,abusers,2
AP880220-0009,while,2
AP880220-0009,only,2
AP880220-0009,4,1
AP880220-0009,current,1
AP880220-0009,among,1
AP880220-0009,proportion,1
AP880220-0009,expected,1
AP880220-0009,rise,1
AP880220-0009,5,1
AP880220-0009,1990s,1
AP880220-0009,medical,2
AP880220-0009,personnel,2
AP880220-0009,generally,1
AP880220-0009,have,2
AP880220-0009,responded,1
AP880220-0009,well,1
AP880220-0009,crisis,1
AP880220-0009,but,4
AP880220-0009,he,5
AP880220-0009,minority,1
AP880220-0009,who,2
AP880220-0009,refuse,1
AP880220-0009,treat,1
AP880220-0009,persons,1
AP880220-0009,with,5
AP880220-0009,also,2
AP880220-0009,turn,2
AP880220-0009,away,2
AP880220-0009,patients,4
AP880220-0009,alleged,1
AP880220-0009,be,3
AP880220-0009,population,1
AP880220-0009,groups,1
AP880220-0009,identified,1
AP880220-0009,those,3
AP880220-0009,two,1
AP880220-0009,high,1
AP880220-0009,behaviors,1
AP880220-0009,characterized,1
AP880220-0009,behavior,1
AP880220-0009,unworthy,1
AP880220-0009,anyone,2
AP880220-0009,social,1
AP880220-0009,service,1
AP880220-0009,professions,1
AP880220-0009,use,1
AP880220-0009,excuse,1
AP880220-0009,fatal,1
AP880220-0009,contagious,1
AP880220-0009,plain,1
AP880220-0009,fact,1
AP880220-0009,an,1
AP880220-0009,infected,2
AP880220-0009,patient,1
AP880220-0009,extremely,1
AP880220-0009,small,1
AP880220-0009,nearly,2
AP880220-0009,preventable,1
AP880220-0009,7,1
AP880220-0009,million,2
AP880220-0009,professionals,1
AP880220-0009,country,1
AP880220-0009,fewer,1
AP880220-0009,than,2
AP880220-0009,dozen,1
AP880220-0009,became,1
AP880220-0009,virus,2
AP880220-0009,doing,1
AP880220-0009,jobs,1
AP880220-0009,most,1
AP880220-0009,exposure,1
AP880220-0009,could,1
AP880220-0009,been,1
AP880220-0009,prevented,1
AP880220-0009,person,1
AP880220-0009,had,1
AP880220-0009,followed,1
AP880220-0009,guidelines,1
AP880220-0009,five,1
AP880220-0009,years,1
AP880220-0009,ago,1
AP880220-0009,by,3
AP880220-0009,cdc,2
AP880220-0009,director,1
AP880220-0009,james,1
AP880220-0009,mason,3
AP880220-0009,another,1
AP880220-0009,witness,1
AP880220-0009,more,2
AP880220-0009,americans,1
AP880220-0009,being,1
AP880220-0009,tested,2
AP880220-0009,anonymously,1
AP880220-0009,each,1
AP880220-0009,year,1
AP880220-0009,through,1
AP880220-0009,blood,1
AP880220-0009,banks,1
AP880220-0009,military,1
AP880220-0009,30,1
AP880220-0009,communities,1
AP880220-0009,anonymous,1
AP880220-0009,testing,3
AP880220-0009,should,1
AP880220-0009,done,1
AP880220-0009,get,1
AP880220-0009,better,1
AP880220-0009,fix,1
AP880220-0009,extent,1
AP880220-0009,infection,1
AP880220-0009,united,1
AP880220-0009,states,1
AP880220-0009,rejected,1
AP880220-0009,rep,2
AP880220-0009,william,1
AP880220-0009,dannemeyers,1
AP880220-0009,idea,1
AP880220-0009,coming,1
AP880220-0009,contact,1
AP880220-0009,system,1
AP880220-0009,dannemeyer,1
AP880220-0009,r,1
AP880220-0009,calif,2
AP880220-0009,has,1
AP880220-0009,introduced,1
AP880220-0009,legislation,1
AP880220-0009,would,1
AP880220-0009,require,2
AP880220-0009,hospital,1
AP880220-0009,clinic,1
AP880220-0009,license,1
AP880220-0009,applicants,1
AP880220-0009,others,1
AP880220-0009,wants,1
AP880220-0009,reporting,1
AP880220-0009,name,1
AP880220-0009,any,1
AP880220-0009,positive,1
AP880220-0009,test,1
AP880220-0009,results,1
AP880220-0009,endorsed,1
AP880220-0009,approach,1
AP880220-0009,sponsored,1
AP880220-0009,chairman,1
AP880220-0009,henry,1
AP880220-0009,waxman,1
AP880220-0009,d,1
AP880220-0009,which,1
AP880220-0009,includes,1
AP880220-0009,voluntary,1
AP880220-0009,confidentiality,2
AP880220-0009,anti,1
AP880220-0009,discrimination,2
AP880220-0009,protection,1
AP880220-0009,where,1
AP880220-0009,theres,2
AP880220-0009,worry,1
AP880220-0009,chilling,1
AP880220-0009,effect,1
AP880220-0125,soviet,6
AP880220-0125,cosmonauts,3
AP880220-0125,will,8
AP880220-0125,carry,3
AP880220-0125,us,7
AP880220-0125,commercial,6
AP880220-0125,project,5
AP880220-0125,into,2
AP880220-0125,space,16
AP880220-0125,a,17
AP880220-0125,for,7
AP880220-0125,the,52
AP880220-0125,first,5
AP880220-0125,time,3
AP880220-0125,in,15
AP880220-0125,deal,1
AP880220-0125,approved,2
AP880220-0125,by,4
AP880220-0125,government,6
AP880220-0125,an,2
AP880220-0125,attorney,2
AP880220-0125,said,14
AP880220-0125,saturday,3
AP880220-0125,payload,3
AP880220-0125,systems,3
AP880220-0125,inc,1
AP880220-0125,of,12
AP880220-0125,wellsley,1
AP880220-0125,mass,1
AP880220-0125,received,1
AP880220-0125,two,1
AP880220-0125,year,2
AP880220-0125,license,2
AP880220-0125,from,3
AP880220-0125,commerce,3
AP880220-0125,department,2
AP880220-0125,earlier,2
AP880220-0125,this,2
AP880220-0125,month,2
AP880220-0125,to,20
AP880220-0125,contract,2
AP880220-0125,with,7
AP880220-0125,agency,1
AP880220-0125,perform,1
AP880220-0125,protein,2
AP880220-0125,crystallization,2
AP880220-0125,experiments,2
AP880220-0125,aboard,3
AP880220-0125,station,4
AP880220-0125,mir,1
AP880220-0125,mark,1
AP880220-0125,s,2
AP880220-0125,mcconnell,5
AP880220-0125,washington,1
AP880220-0125,who,1
AP880220-0125,handled,1
AP880220-0125,companys,1
AP880220-0125,negotiations,1
AP880220-0125,and,5
AP880220-0125,defense,1
AP880220-0125,departments,1
AP880220-0125,company,3
AP880220-0125,consulting,1
AP880220-0125,firm,2
AP880220-0125,was,4
AP880220-0125,founded,1
AP880220-0125,1984,1
AP880220-0125,byron,1
AP880220-0125,k,1
AP880220-0125,lichtenberg,1
AP880220-0125,massachussetts,1
AP880220-0125,institute,1
AP880220-0125,technology,2
AP880220-0125,he,8
AP880220-0125,american,4
AP880220-0125,non,1
AP880220-0125,astronaut,1
AP880220-0125,fly,1
AP880220-0125,shuttle,5
AP880220-0125,december,1
AP880220-0125,1983,1
AP880220-0125,experiment,1
AP880220-0125,use,1
AP880220-0125,weightlessness,2
AP880220-0125,grow,1
AP880220-0125,large,1
AP880220-0125,regular,1
AP880220-0125,crystals,2
AP880220-0125,which,3
AP880220-0125,are,1
AP880220-0125,useful,1
AP880220-0125,development,1
AP880220-0125,new,2
AP880220-0125,drugs,1
AP880220-0125,evening,1
AP880220-0125,my,1
AP880220-0125,knowledge,1
AP880220-0125,it,5
AP880220-0125,is,3
AP880220-0125,that,6
