436,accidents
437,deregulation
437,gas
437,electric
438,tourism
438,increase
439,inventions
439,scientific
439,discoveries
440,child
440,labor
441,lyme
441,disease
442,heroic
442,acts
443,u
443,s
443,investment
443,africa
444,supercritical
444,fluids
445,women
445,clergy
446,tourists
446,violence
447,stirling
447,engine
448,ship
448,losses
449,antibiotics
449,ineffectiveness
450,king
450,hussein
450,peace
601,turkey
601,iraq
601,water
602,czech
602,slovak
602,sovereignty
603,tobacco
603,cigarette
603,lawsuit
604,lyme
604,disease
604,arthritis
605,great
605,britain
605,health
605,care
606,leg
606,traps
606,ban
607,human
607,genetic
607,code
608,taxing
608,social
608,security
609,per
609,capita
609,alcohol
609,consumption
610,minimum
610,wage
610,adverse
610,impact
611,kurds
611,germany
611,violence
612,tibet
612,protesters
613,berlin
613,wall
613,disposal
614,flavr
614,savr
614,tomato
615,timber
615,exports
615,asia
616,volkswagen
616,mexico
617,russia
617,cuba
617,economy
618,ayatollah
618,khomeini
618,death
619,winnie
619,mandela
619,scandal
620,france
620,nuclear
620,testing
621,women
621,ordained
621,church
621,of
621,england
622,price
622,fixing
623,toxic
623,chemical
623,weapon
624,sdi
624,star
624,wars
625,arrests
625,bombing
625,wtc
626,human
626,stampede
627,russian
627,food
627,crisis
628,u
628,s
628,invasion
628,of
628,panama
629,abortion
629,clinic
629,attack
630,gulf
630,war
630,syndrome
631,mandela
631,south
631,africa
631,president
632,southeast
632,asia
632,tin
632,mining
633,welsh
633,devolution
634,l
634,tryptophan
634,deaths
635,doctor
635,assisted
635,suicides
636,jury
636,duty
636,exemptions
637,human
637,growth
637,hormone
637,hgh
638,wrongful
638,convictions
639,consumer
639,on
639,line
639,shopping
640,maternity
640,leave
640,policies
641,valdez
641,wildlife
641,marine
641,life
642,tiananmen
642,square
642,protesters
643,salmon
643,dams
643,pacific
643,northwest
644,exotic
644,animals
644,import
645,software
645,piracy
646,food
646,stamps
646,increase
647,windmill
647,electricity
648,family
648,leave
648,law
649,computer
649,viruses
650,tax
650,evasion
650,indicted
651,u
651,s
651,ethnic
651,population
652,oic
652,balkans
652,1990s
653,eta
653,basque
653,terrorism
654,same
654,sex
654,schools
655,add
655,diagnosis
655,treatment
656,lead
656,poisoning
656,children
657,school
657,prayer
657,banned
658,teenage
658,pregnancy
659,cruise
659,health
659,safety
660,whale
660,watching
660,california
661,melanoma
661,treatment
661,causes
662,telemarketer
662,protection
663,agent
663,orange
663,exposure
664,american
664,indian
664,museum
665,poverty
665,africa
665,sub
665,sahara
666,thatcher
666,resignation
666,impact
667,unmarried
667,partner
667,households
668,poverty
668,disease
669,islamic
669,revolution
670,u
670,s
670,elections
670,apathy
671,salvation
671,army
671,benefits
673,soviet
673,withdrawal
673,afghanistan
674,greenpeace
674,prosecuted
675,olympics
675,training
675,swimming
676,poppy
676,cultivation
677,leaning
677,tower
677,of
677,pisa
678,joint
678,custody
678,impact
679,opening
679,adoption
679,records
680,immigrants
680,spanish
680,school
681,wind
681,power
681,location
682,adult
682,immigrants
682,english
683,czechoslovakia
683,breakup
684,part
684,time
684,benefits
685,oscar
685,winner
685,selection
686,argentina
686,pegging
686,dollar
687,northern
687,ireland
687,industry
688,non
688,u
688,s
688,media
688,bias
689,family
689,planning
689,aid
690,college
690,education
690,advantage
691,clear
691,cutting
691,forests
692,prostate
692,cancer
692,detection
692,treatment
693,newspapers
693,electronic
693,media
694,compost
694,pile
695,white
695,collar
695,crime
695,sentence
696,safety
696,plastic
696,surgery
697,air
697,traffic
697,controller
698,literacy
698,rates
698,africa
699,term
699,limits
700,gasoline
700,tax
700,u
700,s
